id_annonce,Backyard,Bathroom,Bedroom,Frontyard,Kitchen,LivingRoom,score
35793337,1.0,1.0,,,1.0,1.0,2.5821742050000003
35793357,,1.0,1.0,,,1.0,1.6780383799999998
35793369,,2.0,1.0,,,1.0,2.19501153
35793373,,2.0,2.0,,,,1.78587187
35793379,,,1.0,,,,0.6297211
35793385,1.0,,1.0,1.0,,,2.45404004
35793403,,3.0,1.0,,,2.0,3.9965247049999997
35793405,,,1.0,,,1.0,1.26091027
35793413,,1.0,2.0,,,,1.1934683899999998
35793417,,2.0,2.0,,,1.0,2.6492484999999997
35793419,,2.0,2.0,,,,1.78587187
35793427,,1.0,1.0,,,1.0,2.19176533
35793441,,2.0,1.0,,,,0.790965065
35793443,,,5.0,,,1.0,4.10209873
35793445,1.0,2.0,1.0,,1.0,1.0,3.274163025
35793447,,2.0,1.0,,2.0,1.0,3.7677357000000002
35793455,,1.0,1.0,,,1.0,1.6780383799999998
35793461,,,,1.0,,1.0,1.8831014
35793463,,2.0,2.0,,1.0,1.0,2.625393505
35793465,,1.0,2.0,,,3.0,4.819186565
35793467,,2.0,2.0,,,,1.78587187
35793471,,3.0,2.0,,,,1.9660302
35793473,,1.0,2.0,,,1.0,2.1554567799999997
35793479,,2.0,1.0,1.0,1.0,1.0,2.465467535
35793481,,2.0,,,,1.0,1.9398526649999999
35793485,,1.0,2.0,1.0,1.0,1.0,3.534689665
35793487,,1.0,1.0,,,,0.86162352
35793503,2.0,,3.0,,,,3.71903498
35793505,,2.0,1.0,,,,1.07378057
35793509,,2.0,,,2.0,2.0,3.6070018249999998
35793519,,,2.0,,,1.0,1.7927174
35793523,,,1.0,1.0,,2.0,3.5788818449999997
35793527,,1.0,1.0,,,1.0,1.87436273
35793529,,2.0,1.0,,,1.0,1.91298982
35793531,,1.0,1.0,1.0,,1.0,2.421070815
35793535,,2.0,1.0,,,1.0,1.65591277
35793537,,1.0,2.0,,1.0,,1.42207171
35793543,,,1.0,,,,0.4497906
35793545,1.0,,2.0,,,,1.8439007200000002
35793557,,1.0,2.0,1.0,,,1.829642595
35793571,,2.0,2.0,,,,1.2059215650000001
35793577,,1.0,,,,,0.299784185
35793579,,1.0,1.0,,,1.0,1.55069644
35793595,,2.0,2.0,,,,1.9143107400000001
35793597,,3.0,1.0,,,1.0,2.40043403
35793605,,2.0,1.0,,,,0.88506953
35793607,,1.0,1.0,,,1.0,2.45943352
35793615,,1.0,,,2.0,1.0,2.1548241949999998
35793619,,,2.0,,,,1.2824464
35793621,1.0,,2.0,1.0,,2.0,4.541614585
35793635,1.0,2.0,1.0,,1.0,,2.437651995
35793637,,4.0,1.0,,,1.0,2.6597224400000004
35793645,,2.0,1.0,,,2.0,3.1699956499999997
35793647,,1.0,2.0,,,,1.503646185
35793663,1.0,1.0,,,,,0.799950325
35793669,,1.0,,,,1.0,0.95507818
35793683,,1.0,,,,,0.299784185
35793687,,1.0,1.0,,,1.0,1.41846928
35793691,,2.0,1.0,,,2.0,2.993290845
35793705,,2.0,2.0,,,,1.78587187
35793707,,2.0,1.0,,,1.0,1.78813993
35793709,,,,,,1.0,0.74297864
35793713,,1.0,1.0,,,1.0,2.05964361
35793721,2.0,1.0,2.0,,,1.0,4.3988175599999995
35793723,,1.0,1.0,,,1.0,1.4087252700000001
35793729,,2.0,2.0,,,,1.820370955
35793739,,1.0,2.0,,,,1.68789971
35793743,,1.0,,,,2.0,2.3580988
35793747,,1.0,1.0,,,1.0,2.19176533
35793753,,3.0,1.0,1.0,,1.0,3.25887922
35793757,,1.0,1.0,,,1.0,1.69206568
35793759,,,1.0,1.0,,2.0,3.676836325
35793775,,1.0,3.0,,,,1.565073745
35793783,,2.0,,,,,0.31485444
35793789,1.0,,2.0,,1.0,2.0,4.351252655
35793809,,1.0,1.0,,,1.0,1.41846928
35793815,1.0,2.0,1.0,,,2.0,3.4991906950000002
35793817,2.0,,1.0,1.0,,,3.7135037
35793831,,2.0,,,,1.0,1.15856504
35793839,,2.0,,,,,0.3164017
35793847,,1.0,,,2.0,2.0,4.08066025
35793855,1.0,,1.0,,1.0,1.0,2.926710665
35793859,,1.0,1.0,,1.0,,1.04416104
35793869,,,1.0,1.0,,2.0,3.5788818449999997
35793905,,1.0,2.0,1.0,,,1.6225859950000001
35793911,1.0,1.0,,,,1.0,2.486843
35793927,,1.0,1.0,,,1.0,1.42895068
35793935,,2.0,2.0,,1.0,1.0,2.625393505
35793939,,,4.0,,,,2.62044628
35793941,1.0,3.0,,,1.0,1.0,2.84463331
35793949,,1.0,1.0,,,1.0,1.7669205
35793969,,1.0,2.0,,,1.0,1.8998433449999999
35793979,,2.0,1.0,,,1.0,2.03752914
35793993,1.0,1.0,1.0,,,3.0,3.985318645
35793997,1.0,2.0,1.0,,,2.0,4.065842175
35794021,,2.0,1.0,,1.0,2.0,3.8240032299999998
35794055,,2.0,4.0,,,,2.85052658
35794077,,1.0,1.0,,1.0,2.0,3.559371155
35794079,,1.0,1.0,,,2.0,2.248551125
35794087,1.0,3.0,2.0,,,,3.0216148499999997
35794093,,2.0,,1.0,,1.0,2.4421675499999997
35794095,,1.0,2.0,1.0,1.0,1.0,3.917486145
35794101,,1.0,1.0,,,1.0,1.2681076500000001
35794109,,4.0,1.0,,,1.0,2.23622559
35794113,,1.0,1.0,,,2.0,3.51987887
35794121,,2.0,,,,3.0,3.4552164350000005
35794129,,1.0,1.0,1.0,,1.0,2.6809574400000002
35794141,,1.0,1.0,,,3.0,2.91902771
35794169,1.0,1.0,2.0,,,,2.072607585
35794173,2.0,2.0,1.0,,1.0,,2.984396975
35794601,,2.0,1.0,,2.0,1.0,3.251710715
35794603,,3.0,1.0,,,2.0,3.32137697
35794619,1.0,2.0,1.0,2.0,,,4.37841105
35794621,1.0,1.0,1.0,,,3.0,5.423467410000001
35794623,,2.0,1.0,,1.0,2.0,3.8801932300000006
35794631,2.0,2.0,,,,2.0,3.4866561000000003
35794633,,4.0,1.0,,,1.0,2.672364665
35794635,2.0,2.0,1.0,1.0,,,3.796815585
35794643,2.0,1.0,,1.0,2.0,,4.39083862
35794647,,1.0,3.0,,1.0,1.0,3.29812917
35794649,,,4.0,1.0,,1.0,3.2832301299999997
35794659,,,3.0,1.0,,,2.602567735
35794667,,1.0,5.0,,,,2.52304404
35794681,,2.0,3.0,1.0,,,3.511553915
35794691,1.0,1.0,2.0,,1.0,1.0,3.1503872900000003
35794695,,3.0,1.0,1.0,,1.0,3.4641755
35794699,1.0,,1.0,,2.0,2.0,4.9209014
35794701,,1.0,4.0,1.0,,,3.3056955100000005
35794703,,2.0,,1.0,1.0,2.0,4.0700683049999995
35794707,,1.0,2.0,,,3.0,4.73967639
35794709,,2.0,,2.0,1.0,1.0,3.917034235
35794763,,3.0,3.0,,,,2.45613037
35794765,2.0,1.0,2.0,,,1.0,5.086148120000001
35794771,2.0,,1.0,,,3.0,7.028724260000001
35794773,,,3.0,,1.0,2.0,5.083297355
35794777,2.0,1.0,,,1.0,2.0,5.4632020400000005
35794799,2.0,2.0,2.0,,,,2.96967919
35794803,,,3.0,2.0,1.0,,4.65473275
35794807,1.0,2.0,,1.0,,2.0,4.88917624
35794813,,2.0,2.0,,1.0,1.0,3.7629749599999998
35794815,2.0,1.0,2.0,,1.0,,5.4231609050000005
35794817,,,4.0,,,2.0,3.58482405
35794819,5.0,,,1.0,,,6.25444957
35794821,,1.0,,,4.0,1.0,4.34725633
35794825,,,5.0,,,,1.90374006
35794829,,3.0,1.0,1.0,,1.0,3.6169333649999995
35794831,3.0,1.0,2.0,,,,4.430614105
35794833,,,4.0,,,2.0,4.890661100000001
35794837,5.0,,,1.0,,,7.945487910000001
35794841,,,1.0,2.0,1.0,2.0,4.67900122
35794843,1.0,1.0,,,1.0,3.0,5.334425425
35794849,,1.0,,1.0,,3.0,5.3024785350000005
35794851,1.0,1.0,2.0,,,2.0,4.60779308
35794855,,2.0,3.0,,1.0,,2.418698945
35794857,3.0,,1.0,,1.0,,4.43328567
35794861,1.0,1.0,4.0,,,,3.7792897099999996
35794863,,3.0,1.0,,2.0,,2.498921175
35794865,,1.0,1.0,,,4.0,5.64446221
35794869,,1.0,2.0,,1.0,2.0,4.2873936
35794871,,2.0,1.0,,,3.0,4.00305797
35794873,,,2.0,1.0,1.0,2.0,4.3070035650000005
35794875,1.0,1.0,,,1.0,3.0,4.624788655000001
35794877,,,1.0,1.0,2.0,1.0,4.813633104999999
35794881,,,1.0,,1.0,4.0,6.177346200000001
35794883,1.0,2.0,,,,3.0,3.825154605
35794889,2.0,1.0,2.0,,1.0,,4.8322163
35794891,,2.0,2.0,1.0,,1.0,3.8863696349999994
35794895,,1.0,3.0,,1.0,1.0,3.59082682
35794897,6.0,,,,,,8.53433178
35794899,1.0,2.0,3.0,,,,2.7945572
35794901,,3.0,,,1.0,2.0,3.1424979950000003
35794903,2.0,,,,1.0,1.0,3.4926771299999997
35794905,,,,3.0,1.0,2.0,5.528040685
35794907,1.0,,4.0,,,1.0,4.8520812200000005
35794909,4.0,,,1.0,,,5.146015149999999
35794913,1.0,,,1.0,,,2.50383665
35794917,2.0,1.0,1.0,,1.0,1.0,4.67770969
35794921,1.0,,1.0,3.0,,1.0,4.910322005
35794925,1.0,1.0,1.0,2.0,1.0,,3.62408169
35794927,1.0,2.0,2.0,,,1.0,3.94287212
35794935,1.0,2.0,1.0,1.0,,1.0,3.7219760300000004
35794937,1.0,1.0,,1.0,,3.0,5.440348419999999
35794939,,2.0,2.0,,2.0,,3.9793526
35794941,1.0,1.0,2.0,2.0,,,4.0220135
35794951,2.0,1.0,,,1.0,1.0,3.6300768050000003
35794953,1.0,,1.0,1.0,2.0,1.0,5.469465635000001
35794955,1.0,3.0,,,1.0,1.0,3.154963155
35794961,4.0,,,,,,4.68747366
35794967,,,2.0,,1.0,1.0,3.12815875
35794969,2.0,3.0,,,1.0,,3.723774595
35794971,,2.0,1.0,1.0,,2.0,5.006986525
35794975,,,,1.0,,,0.9724014000000001
35794977,1.0,3.0,1.0,1.0,,,2.7004549449999997
35794979,,3.0,1.0,,,2.0,3.80211206
35794981,,1.0,3.0,,2.0,,4.692756555
35794983,,2.0,1.0,,1.0,1.0,3.58549203
35794985,,,1.0,1.0,,4.0,5.70875979
35794987,,,4.0,,1.0,1.0,3.8573728
35794989,3.0,,,1.0,,,4.89706573
35794991,1.0,,1.0,2.0,1.0,1.0,5.503658005
35794993,,1.0,4.0,,,1.0,3.337841355
35794995,,,1.0,,3.0,,2.260905165
35794997,,3.0,,,2.0,1.0,3.521996335
35795001,1.0,,,,1.0,4.0,5.32296217
35795005,1.0,1.0,2.0,,1.0,1.0,4.422589675
35795007,1.0,3.0,1.0,,,1.0,3.4975142
35795009,,2.0,2.0,1.0,1.0,,3.0274419449999996
35795013,2.0,1.0,,,1.0,2.0,5.5823759100000006
35795017,2.0,2.0,1.0,,1.0,,3.4914097299999995
35795019,2.0,2.0,1.0,,1.0,,4.51033947
35795025,,,1.0,,,,0.70243955
35795027,1.0,1.0,2.0,1.0,,1.0,3.92341478
35795029,,1.0,1.0,1.0,1.0,1.0,3.43587169
35795031,1.0,2.0,1.0,1.0,1.0,,3.911942795
35795037,1.0,2.0,,1.0,2.0,,3.57767959
35795039,1.0,,1.0,1.0,1.0,2.0,3.744249985
35795041,1.0,,,3.0,,,3.1564548650000006
35795043,2.0,1.0,1.0,1.0,,,3.5118418
35795047,2.0,1.0,,2.0,1.0,,3.5062895350000005
35795049,,,,1.0,1.0,2.0,3.3195170000000003
35795051,1.0,3.0,1.0,1.0,,,3.25659828
35795053,2.0,2.0,1.0,,,,3.020406405
35795055,4.0,,1.0,,,1.0,6.61948424
35795057,1.0,1.0,1.0,2.0,,1.0,4.586421945
35795059,,,2.0,,2.0,2.0,5.314833330000001
35795061,,4.0,,2.0,,,2.8787867900000004
35795063,1.0,,2.0,1.0,1.0,1.0,4.662030420000001
35795069,,1.0,1.0,,2.0,2.0,4.969281135
35795071,,,3.0,,,3.0,5.43425121
35795073,2.0,1.0,2.0,,1.0,,4.7316575599999995
35795075,,,1.0,1.0,,1.0,2.1853151950000003
35795079,1.0,1.0,2.0,,,2.0,4.82469431
35795081,,1.0,1.0,,,,0.7784266150000001
35795087,,1.0,1.0,2.0,,2.0,5.19204881
35795091,,3.0,,1.0,1.0,1.0,3.51165482
35795093,,4.0,2.0,,,,2.28317337
35795095,1.0,,2.0,1.0,1.0,1.0,4.05474789
35795097,,1.0,1.0,1.0,,2.0,3.506329
35795099,,1.0,,1.0,2.0,2.0,4.213758645
35795103,2.0,,1.0,1.0,,2.0,5.694739825
35795105,,4.0,,,,2.0,2.9706979250000005
35795107,,2.0,2.0,,,1.0,2.85553275
35795113,,,1.0,3.0,1.0,1.0,4.007372375
35795115,1.0,2.0,2.0,,1.0,,4.215202935000001
35795117,,4.0,1.0,,,1.0,2.561225105
35795119,,,,,,1.0,0.81087148
35795121,,2.0,2.0,,1.0,1.0,2.7228119599999996
35795123,,2.0,1.0,1.0,1.0,1.0,3.489511375
35795125,1.0,1.0,1.0,1.0,,2.0,5.977863515
35795129,,1.0,3.0,,,2.0,4.86924816
35795131,,,,,,1.0,1.37783908
35795133,,2.0,,,,3.0,4.80296843
35795137,,1.0,2.0,,1.0,,2.4641928
35795141,1.0,1.0,2.0,1.0,,1.0,4.688999625
35795143,,,3.0,1.0,1.0,1.0,3.66446529
35795145,1.0,,,1.0,,,2.228316605
35795147,2.0,,,1.0,3.0,,5.935593465
35795153,1.0,,3.0,,,2.0,6.265124500000001
35795157,3.0,1.0,1.0,,1.0,,4.8162822300000006
35795159,,,2.0,,1.0,3.0,4.826265895000001
35795163,,4.0,2.0,,,,1.789031965
35795165,,1.0,1.0,,,4.0,4.44601997
35795167,1.0,,1.0,,,4.0,5.32128595
35795169,,,,1.0,,,0.8646938550000001
35795171,,1.0,,1.0,2.0,2.0,5.9904768100000005
35795179,5.0,1.0,,,,,6.71108938
35795181,,3.0,1.0,1.0,,1.0,3.3734682400000002
35795183,,1.0,2.0,,,3.0,4.49603234
35795187,,2.0,3.0,1.0,,,3.104703165
35795189,,1.0,,1.0,,4.0,4.42370225
35795193,,2.0,,,1.0,1.0,1.802234855
35795197,2.0,1.0,1.0,,1.0,1.0,4.974130880000001
35795201,,,1.0,,,,0.44408494
35795203,1.0,2.0,3.0,,,,2.787907185
35795205,,,1.0,1.0,,4.0,6.2023069500000005
35795207,,1.0,1.0,,,,0.500332405
35795209,1.0,1.0,2.0,1.0,,1.0,3.7643454299999997
35795211,1.0,,1.0,1.0,1.0,2.0,5.0327051449999995
35795213,,2.0,1.0,1.0,1.0,1.0,3.5608424899999997
35795217,,,,3.0,1.0,2.0,4.50457429
35795223,1.0,,2.0,1.0,,,2.55968313
35795227,,2.0,1.0,,1.0,1.0,2.559020265
35795229,,,4.0,2.0,,,4.32085088
35795231,,,,,1.0,,0.473832345
35795233,1.0,1.0,1.0,2.0,,1.0,4.59512946
35795235,,1.0,2.0,,1.0,1.0,3.643458415
35795237,,1.0,1.0,2.0,,2.0,4.761572055
35795239,,,2.0,2.0,,2.0,4.7948566999999995
35795247,,2.0,1.0,,1.0,2.0,4.055728670000001
35795249,,2.0,,,,4.0,5.429038935
35795255,,1.0,,,2.0,3.0,6.52562402
35795259,,1.0,1.0,1.0,2.0,1.0,4.4216557850000004
35795261,1.0,1.0,1.0,1.0,2.0,,5.216692775
35795263,,,2.0,,1.0,1.0,2.12284948
35795267,,,4.0,,1.0,1.0,4.44171511
35795271,2.0,,,,,,2.92356336
35795275,,2.0,2.0,,,1.0,2.291383075
35795279,1.0,,,3.0,,2.0,6.77896846
35795285,,5.0,,,,1.0,1.624686995
35795287,1.0,,2.0,1.0,,2.0,4.4726355600000005
35795289,,,,2.0,1.0,3.0,5.470851000000001
35795291,1.0,,3.0,1.0,1.0,,3.875718075
35795293,,,4.0,1.0,,1.0,3.8918796250000005
35795295,3.0,,,,,,4.5908426
35795297,1.0,,,1.0,,,2.1625882
35795299,1.0,1.0,2.0,,,2.0,5.1401032
35795301,,1.0,1.0,,,4.0,4.976662015
35795305,,2.0,1.0,,2.0,1.0,3.710962765
35795307,,2.0,3.0,,1.0,,3.52315576
35795309,2.0,2.0,,,1.0,1.0,4.505712885
35795311,,,2.0,,2.0,2.0,4.50292301
35795313,,2.0,2.0,,,2.0,3.576662655
35795315,,,6.0,,,,4.11615979
35795317,1.0,2.0,,1.0,,2.0,5.276660885
35795319,1.0,,3.0,1.0,,,3.7032060099999997
35795321,2.0,,,3.0,,1.0,6.4286079449999995
35795325,1.0,,2.0,,1.0,1.0,4.00312783
35795327,,1.0,4.0,,1.0,,3.141157635
35795329,1.0,,1.0,1.0,,3.0,5.296508695
35795333,1.0,,1.0,1.0,2.0,1.0,6.27958425
35795335,1.0,1.0,4.0,,,,2.87368464
35795337,2.0,,2.0,1.0,1.0,,5.393246155
35795339,,2.0,2.0,1.0,,1.0,3.9335760250000003
35795341,,,4.0,,1.0,1.0,3.33980336
35795343,,3.0,2.0,,,1.0,3.2298096899999997
35795345,2.0,1.0,,,1.0,1.0,4.439353485
35795349,2.0,,,1.0,,,3.98477619
35795351,,,1.0,3.0,,2.0,5.331805515
35795353,1.0,,2.0,,,3.0,5.51541845
35795355,1.0,1.0,1.0,2.0,,1.0,4.06087887
35795361,,1.0,3.0,,1.0,1.0,4.44329241
35795363,1.0,,4.0,,1.0,,3.62500292
35795365,1.0,2.0,2.0,1.0,,,3.57809329
35795369,,1.0,4.0,1.0,,,4.140189250000001
35795371,1.0,1.0,4.0,,,,3.43689057
35795373,,1.0,1.0,,2.0,2.0,4.31925134
35795375,,,1.0,,1.0,1.0,2.71103223
35795377,,1.0,3.0,,,,1.4241694500000002
35795379,,,3.0,,1.0,1.0,3.78286563
35795381,,,5.0,,,,2.98472313
35795383,,2.0,3.0,,,1.0,2.42786354
35795385,,1.0,3.0,1.0,,1.0,3.5042057150000003
35795389,,1.0,,,,,0.36513515
35795391,4.0,,,,,,4.34939192
35795393,2.0,1.0,1.0,1.0,,1.0,5.0890521
35795395,,,3.0,,1.0,2.0,5.30239466
35795397,1.0,,,1.0,,,1.861058625
35795401,4.0,,,2.0,,,4.8451058499999995
35795405,,3.0,1.0,,1.0,1.0,3.38532109
35795407,1.0,2.0,,,1.0,2.0,4.279628605
35795409,1.0,2.0,1.0,2.0,,,3.7110866750000002
35795411,,2.0,2.0,,,2.0,3.58617665
35795413,,,,1.0,,,0.7680023999999999
35795415,1.0,1.0,1.0,,1.0,2.0,4.827661515
35795417,1.0,1.0,1.0,,1.0,2.0,5.045401965
35795421,,2.0,1.0,,,3.0,3.887269465
35795423,3.0,,1.0,1.0,,1.0,4.7867778
35795425,,1.0,3.0,1.0,1.0,,3.424256715
35795431,,1.0,2.0,1.0,1.0,1.0,3.27551233
35795435,,,,1.0,,,0.912075
35795437,2.0,1.0,,,,2.0,4.878468735
35795441,1.0,,2.0,2.0,,1.0,5.3765275500000005
35795445,,3.0,2.0,,,1.0,2.6115973200000004
35795447,1.0,,,1.0,,,1.1760766249999999
35795451,1.0,,1.0,1.0,1.0,1.0,4.488159834999999
35795453,,,1.0,,1.0,4.0,6.39964762
35795457,,,3.0,,2.0,1.0,4.286972375
35795461,,,,1.0,,,0.8875840500000001
35795465,,,2.0,2.0,1.0,1.0,4.8298223700000005
35795467,1.0,1.0,1.0,,,3.0,5.9969755750000004
35795469,3.0,1.0,1.0,,,1.0,6.3386369149999995
35795471,,3.0,,,1.0,,1.73692047
35795475,,1.0,1.0,,,,0.7673331649999999
35795481,1.0,1.0,,2.0,1.0,1.0,4.268464235
35795483,1.0,1.0,2.0,2.0,,,3.866400655
35795485,,2.0,3.0,,1.0,,2.760935145
35795487,1.0,2.0,2.0,,,1.0,3.4771289050000003
35795489,,3.0,1.0,1.0,1.0,,2.481810375
35795493,1.0,2.0,1.0,,1.0,1.0,4.993159365
35795495,2.0,,,1.0,,,3.44744441
35795499,1.0,,,,3.0,,3.3241266000000005
35795501,1.0,,3.0,,1.0,1.0,4.2422301000000004
35795503,,,2.0,1.0,1.0,2.0,4.6779543100000005
35795505,,3.0,,2.0,1.0,,4.0911985
35795507,1.0,1.0,3.0,,,1.0,3.9061108150000003
35795509,,3.0,,,2.0,1.0,3.903841195
35795511,2.0,1.0,,,2.0,1.0,5.331367665
35795515,1.0,,2.0,2.0,,1.0,6.2106774
35795517,1.0,2.0,2.0,,,1.0,3.1110692350000004
35795523,1.0,,1.0,2.0,,2.0,4.8179189099999995
35795525,,1.0,3.0,1.0,1.0,,3.366236185
35795527,1.0,2.0,,,1.0,2.0,5.0043458
35795531,1.0,1.0,2.0,1.0,,1.0,4.291047135
35795535,,1.0,5.0,,,,3.1932108099999996
35795541,,2.0,,,1.0,3.0,3.70407529
35795543,,2.0,2.0,,,2.0,3.6380039849999997
35795545,1.0,,,3.0,,1.0,5.037392375
35795549,1.0,1.0,1.0,,1.0,2.0,5.14642802
35795557,2.0,,,2.0,,2.0,4.953607885
35795559,,1.0,1.0,,1.0,3.0,4.0889047099999996
35795561,,1.0,2.0,1.0,,2.0,4.344886045
35795563,,1.0,1.0,1.0,1.0,2.0,4.22137376
35795565,,,3.0,1.0,2.0,,5.458029845
35795569,3.0,,,,,,4.665119799999999
35795571,,3.0,1.0,1.0,1.0,,3.2067275900000003
35795573,,3.0,,,,3.0,3.7133978699999997
35795575,1.0,,1.0,1.0,1.0,1.0,4.41678287
35795577,1.0,,3.0,2.0,,,4.8644590999999995
35795579,,2.0,2.0,1.0,,1.0,2.7819260999999997
35795581,,3.0,1.0,,1.0,1.0,2.5913297199999996
35795583,,2.0,1.0,,3.0,,3.06757721
35795585,1.0,2.0,1.0,1.0,1.0,,2.913436625
35795595,1.0,1.0,2.0,,1.0,1.0,4.437903825
35795597,,3.0,1.0,,,2.0,3.90109299
35795599,,4.0,1.0,,1.0,,2.673200555
35795601,1.0,,,,,,1.53839766
35795603,2.0,,,,3.0,1.0,5.44674202
35795605,,2.0,4.0,,,,2.7389606
35795607,,,1.0,,,2.0,2.6931712
35795611,,2.0,1.0,,1.0,2.0,4.1323894150000005
35795613,,1.0,1.0,,,1.0,1.5392420650000003
35795615,2.0,,,2.0,1.0,1.0,6.31718242
35795619,1.0,2.0,,2.0,1.0,,3.47682174
35795621,,1.0,1.0,,4.0,,3.046378595
35795623,,1.0,1.0,1.0,2.0,1.0,3.725705445
35795625,,,4.0,,,2.0,3.84485751
35795631,,1.0,4.0,,,1.0,3.671174605
35795635,,1.0,5.0,,,,2.501352305
35795637,,2.0,1.0,1.0,1.0,1.0,3.91212116
35795639,,2.0,1.0,2.0,,1.0,3.634232645
35795643,1.0,,,,,3.0,4.86737312
35795645,1.0,2.0,,1.0,,,2.038133
35795647,,2.0,1.0,2.0,1.0,,2.602397625
35795651,,4.0,1.0,,,1.0,2.91395647
35795653,3.0,1.0,,,1.0,1.0,6.461772454999999
35795655,,2.0,3.0,,,1.0,3.23630796
35795659,1.0,1.0,,,1.0,3.0,5.859269534999999
35795661,,,1.0,,2.0,1.0,2.793523925
35795665,3.0,,,2.0,,,5.44437804
35795667,2.0,,3.0,1.0,,,4.60454189
35795669,1.0,1.0,2.0,1.0,,1.0,3.26723509
35795671,,,1.0,1.0,2.0,2.0,5.07986212
35795673,1.0,,2.0,1.0,,,2.261050505
35795675,,,1.0,,3.0,2.0,4.795162039999999
35795677,,1.0,2.0,,1.0,2.0,3.96176399
35795679,1.0,,2.0,1.0,1.0,1.0,4.429294945
35795681,1.0,,3.0,1.0,,1.0,5.34595906
35795683,1.0,1.0,,3.0,1.0,,4.12041278
35795691,,2.0,3.0,1.0,,,2.81154719
35795693,,,4.0,1.0,1.0,,3.65855074
35795699,1.0,1.0,1.0,,1.0,2.0,4.801178735
35795701,,3.0,,,1.0,2.0,3.199173255
35795703,1.0,2.0,2.0,1.0,,,3.099007675
35795705,5.0,,,,,,7.747802459999999
35795707,1.0,,4.0,,1.0,,2.953063035
35795709,1.0,,1.0,,1.0,3.0,6.974511
35795711,1.0,1.0,2.0,1.0,1.0,,4.50815991
35795713,,1.0,1.0,1.0,1.0,2.0,3.9603482550000004
35795715,,,6.0,,,,3.2578809600000005
35795717,4.0,1.0,,,,1.0,5.218169025
35795737,1.0,,3.0,,,2.0,5.3534229
35795741,,1.0,3.0,1.0,,1.0,3.21193335
35795743,,4.0,,1.0,,1.0,2.9988999
35795745,2.0,1.0,,,1.0,1.0,4.993129295
35795747,,1.0,2.0,1.0,,,1.874006485
35795749,1.0,1.0,3.0,1.0,,,3.8544192750000006
35795815,,,1.0,,,,0.27068168
35795821,,,3.0,,1.0,2.0,4.23193622
35795823,,1.0,2.0,2.0,,1.0,3.754397955
35795825,,4.0,,,,2.0,3.526879675
35795827,1.0,,,,2.0,3.0,4.73770122
35795833,3.0,2.0,,,,1.0,3.6401993800000003
35795841,1.0,1.0,,,2.0,2.0,5.01276501
35795843,1.0,,2.0,,1.0,2.0,3.3053683449999998
35795849,,3.0,,1.0,1.0,1.0,3.2369889049999996
35795853,1.0,,2.0,,1.0,2.0,4.04929033
35795857,,3.0,1.0,,1.0,1.0,2.852300075
35795871,,3.0,2.0,,,,1.5155735849999998
35795877,1.0,2.0,2.0,,,1.0,2.89734091
35795881,1.0,1.0,1.0,,,3.0,4.36049654
35795883,,1.0,5.0,,,,3.3686425099999995
35795885,,2.0,4.0,,,,2.8952906400000002
35795887,1.0,1.0,3.0,,,1.0,4.163271915
35795889,,2.0,1.0,1.0,1.0,1.0,3.06669322
35795899,2.0,,,1.0,,3.0,5.4716229
35795901,1.0,,,2.0,1.0,2.0,5.27633187
35795903,,,,1.0,1.0,4.0,5.59084179
35795905,,2.0,2.0,1.0,1.0,,3.3159548
35795907,,1.0,1.0,,,,0.661802825
35796311,1.0,3.0,1.0,,,1.0,3.9391617699999997
35796345,2.0,1.0,,1.0,2.0,,4.35214113
35796351,1.0,1.0,1.0,,2.0,1.0,4.24192097
35796357,1.0,1.0,1.0,,2.0,1.0,5.006327015
35796359,1.0,,2.0,,2.0,1.0,5.2054233199999995
35796361,,2.0,2.0,,2.0,,2.294319615
35796363,1.0,,,1.0,,,2.4064289600000004
35796367,1.0,1.0,,,1.0,3.0,5.18056758
35796379,,1.0,1.0,1.0,,2.0,3.323174445
35796381,,,,3.0,,1.0,3.313817625
35796385,,,1.0,,1.0,4.0,6.33351745
35796387,,,,1.0,,5.0,7.155736549999999
35796389,,1.0,3.0,1.0,,1.0,4.41502546
35796391,,1.0,2.0,,1.0,2.0,3.483991475
35796393,1.0,2.0,1.0,,,2.0,4.26243606
35796399,,,3.0,,1.0,1.0,4.325520975
35796401,1.0,,1.0,,,4.0,6.4990424
35796403,1.0,,2.0,,,3.0,5.36799165
35796407,2.0,,3.0,,,1.0,5.25636834
35796411,1.0,1.0,1.0,,1.0,2.0,5.09145665
35796413,,,1.0,,2.0,3.0,5.663047155
35796415,,,1.0,,1.0,4.0,6.893295
35796417,,,2.0,1.0,2.0,1.0,4.65009268
35796423,,1.0,1.0,,1.0,3.0,4.84410715
35796425,2.0,,1.0,,1.0,2.0,5.50931956
35796429,,1.0,,1.0,1.0,3.0,6.39785327
35796431,1.0,1.0,1.0,1.0,,2.0,5.076938589999999
35796433,1.0,,1.0,,1.0,3.0,6.34715029
35796439,,,4.0,,1.0,,2.74418624
35796441,2.0,2.0,1.0,,1.0,,3.769608775
35796451,2.0,1.0,1.0,1.0,1.0,,4.1952262099999995
35796453,1.0,1.0,,2.0,,2.0,6.063756269999999
35796461,,,,2.0,,,1.47661101
35796467,,3.0,1.0,,1.0,1.0,3.1934283050000003
35796473,,1.0,,4.0,,1.0,4.606353995
35796475,,1.0,1.0,1.0,2.0,1.0,5.659724890000001
